Index,Position,Wrong_Tag,Preceding_Tag,Proceeding_Tag
1365,34,ADJ_NOUN,ADP,NOUN
1366,0,ADV_ADP,,NOUN
1367,9,NOUN_ADJ,ADP,NOUN
1367,19,X_NOUN,VERB,X
1367,20,X_NOUN,X,.
1367,19,X_NOUN,VERB,X
1367,20,X_NOUN,X,.
1368,18,NOUN_VERB,PRON,.
1369,31,NOUN_VERB,NOUN,NOUN
1370,23,PRT_ADP,VERB,ADJ
1371,0,ADJ_NOUN,,.
1372,10,ADV_ADJ,VERB,PRT
1373,30,ADJ_NOUN,DET,ADJ
1373,31,ADJ_NOUN,ADJ,.
1373,39,ADJ_NOUN,DET,ADJ
1373,40,ADJ_NOUN,ADJ,.
1373,30,ADJ_NOUN,DET,ADJ
1373,31,ADJ_NOUN,ADJ,.
1373,39,ADJ_NOUN,DET,ADJ
1373,40,ADJ_NOUN,ADJ,.
1373,30,ADJ_NOUN,DET,ADJ
1373,31,ADJ_NOUN,ADJ,.
1373,39,ADJ_NOUN,DET,ADJ
1373,40,ADJ_NOUN,ADJ,.
1373,30,ADJ_NOUN,DET,ADJ
1373,31,ADJ_NOUN,ADJ,.
1373,39,ADJ_NOUN,DET,ADJ
1373,40,ADJ_NOUN,ADJ,.
1374,16,PRT_ADP,NOUN,VERB
1374,17,VERB_NOUN,PRT,PRON
1375,19,NOUN_VERB,DET,ADP
1376,1,ADP_ADV,.,ADP
1377,16,NOUN_ADJ,DET,CONJ
1378,6,NOUN_ADJ,ADP,NOUN
1378,38,NOUN_ADJ,.,NOUN
1378,43,NOUN_ADJ,NOUN,ADJ
1378,49,NOUN_ADJ,.,NOUN
1378,55,NOUN_ADJ,.,NOUN
1378,25,ADJ_NOUN,.,NOUN
1378,32,ADJ_NOUN,ADJ,NOUN
1378,25,ADJ_NOUN,.,NOUN
1378,32,ADJ_NOUN,ADJ,NOUN
1378,6,NOUN_ADJ,ADP,NOUN
1378,38,NOUN_ADJ,.,NOUN
1378,43,NOUN_ADJ,NOUN,ADJ
1378,49,NOUN_ADJ,.,NOUN
1378,55,NOUN_ADJ,.,NOUN
1378,6,NOUN_ADJ,ADP,NOUN
1378,38,NOUN_ADJ,.,NOUN
1378,43,NOUN_ADJ,NOUN,ADJ
1378,49,NOUN_ADJ,.,NOUN
1378,55,NOUN_ADJ,.,NOUN
1378,6,NOUN_ADJ,ADP,NOUN
1378,38,NOUN_ADJ,.,NOUN
1378,43,NOUN_ADJ,NOUN,ADJ
1378,49,NOUN_ADJ,.,NOUN
1378,55,NOUN_ADJ,.,NOUN
1378,6,NOUN_ADJ,ADP,NOUN
1378,38,NOUN_ADJ,.,NOUN
1378,43,NOUN_ADJ,NOUN,ADJ
1378,49,NOUN_ADJ,.,NOUN
1378,55,NOUN_ADJ,.,NOUN
1379,3,NOUN_ADJ,.,ADJ
1379,14,ADV_ADJ,VERB,ADJ
1379,20,VERB_NOUN,NOUN,ADP
1380,11,VERB_NOUN,VERB,NOUN
1381,2,ADJ_ADV,VERB,ADP
1381,4,ADV_ADJ,ADP,NOUN
1381,8,NOUN_VERB,NOUN,PRON
1382,15,ADV_ADP,CONJ,NUM
1383,10,ADJ_ADV,VERB,VERB
1384,8,NOUN_ADJ,ADJ,CONJ
1385,11,NOUN_ADV,.,.
1386,16,PRT_ADP,NOUN,VERB
1386,17,VERB_NOUN,PRT,.
1387,3,VERB_NOUN,ADP,ADP
1387,18,ADV_ADP,VERB,ADV
1387,19,ADV_ADJ,ADV,ADP
1388,1,NOUN_ADV,VERB,PRT
1389,2,VERB_NOUN,DET,NUM
1390,17,ADV_ADJ,VERB,.
1391,13,NOUN_VERB,DET,PRT
1392,3,ADJ_ADV,VERB,ADP
1393,0,VERB_NOUN,,ADJ
1394,3,NOUN_ADV,VERB,NOUN
1394,6,VERB_NOUN,.,ADP
1395,10,VERB_ADJ,ADP,CONJ
1396,8,ADP_DET,VERB,ADJ
1397,11,ADP_ADV,NOUN,ADP
1398,0,VERB_NOUN,,.
1399,10,VERB_NOUN,NOUN,VERB
1400,15,VERB_NOUN,ADV,DET
1401,26,VERB_ADJ,CONJ,NUM
1401,30,VERB_ADJ,DET,ADJ
1401,27,NUM_NOUN,VERB,ADP
1401,26,VERB_ADJ,CONJ,NUM
1401,30,VERB_ADJ,DET,ADJ
1402,5,VERB_NOUN,ADJ,NOUN
1403,10,ADP_PRT,.,ADV
1403,11,ADV_ADP,ADP,NUM
1404,14,VERB_NOUN,.,.
1404,16,PRT_ADP,.,ADP
1405,6,ADJ_NOUN,DET,NOUN
1406,19,VERB_NOUN,ADV,DET
1407,1,NOUN_ADJ,DET,NOUN
1407,10,VERB_NOUN,DET,DET
1407,18,ADJ_NOUN,ADJ,NOUN
1408,7,CONJ_DET,ADP,VERB
1408,17,ADP_PRT,CONJ,ADV
1408,19,ADJ_ADV,ADV,DET
1409,7,NOUN_ADJ,PRON,CONJ
1409,9,NOUN_ADJ,CONJ,.
1409,7,NOUN_ADJ,PRON,CONJ
1409,9,NOUN_ADJ,CONJ,.
1410,22,ADJ_ADV,VERB,DET
1411,13,NOUN_ADJ,ADP,CONJ
1412,19,PRT_ADP,VERB,DET
1413,0,NOUN_NUM,,VERB
1414,4,DET_ADP,VERB,NOUN
1414,13,ADP_ADV,.,VERB
1415,12,ADV_ADJ,DET,ADJ
1416,28,NOUN_ADJ,ADP,NOUN
1417,3,NOUN_ADJ,ADP,CONJ
1418,10,ADP_PRT,NOUN,CONJ
1419,0,VERB_NOUN,,NOUN
1419,4,NOUN_VERB,VERB,NOUN
1420,2,ADJ_ADV,ADV,ADP
1420,11,PRT_ADP,ADV,VERB
1420,12,VERB_NOUN,PRT,ADP
1420,20,NOUN_ADJ,ADP,NOUN
1421,21,ADJ_ADV,ADV,ADP
1421,26,ADJ_ADV,ADV,ADP
1421,21,ADJ_ADV,ADV,ADP
1421,26,ADJ_ADV,ADV,ADP
1422,5,VERB_NOUN,ADP,NOUN
1423,12,NOUN_ADJ,DET,ADP
1424,0,NOUN_ADJ,,VERB
1424,1,VERB_NOUN,NOUN,.
1425,7,ADV_ADP,.,DET
1425,14,ADV_ADP,ADV,ADJ
1425,9,NOUN_ADJ,DET,NOUN
1425,7,ADV_ADP,.,DET
1425,14,ADV_ADP,ADV,ADJ
1426,8,ADV_ADP,.,NOUN
1427,13,NOUN_ADJ,.,NOUN
1428,10,VERB_NOUN,ADJ,.
1429,12,VERB_NOUN,ADJ,NOUN
1430,16,ADJ_ADV,CONJ,NOUN
1430,17,NOUN_ADJ,ADJ,.
1431,14,ADP_PRT,NOUN,CONJ
1432,11,ADV_ADP,NOUN,ADV
1433,5,VERB_NOUN,ADP,ADP
1433,7,VERB_NOUN,ADP,CONJ
1433,5,VERB_NOUN,ADP,ADP
1433,7,VERB_NOUN,ADP,CONJ
1434,3,VERB_NOUN,PRON,PRT
1434,4,PRT_ADP,VERB,ADP
1435,3,NOUN_ADJ,ADP,NOUN
1436,29,VERB_NOUN,CONJ,ADP
1437,11,VERB_NOUN,ADP,CONJ
1438,12,ADJ_ADV,.,ADP
1438,18,ADP_ADV,NOUN,ADP
1439,13,ADV_ADJ,ADJ,ADP
1439,16,VERB_ADJ,DET,NOUN
1440,15,VERB_ADJ,VERB,VERB
1440,16,VERB_NOUN,VERB,.
1441,2,VERB_NOUN,ADJ,NOUN
1441,21,VERB_NOUN,DET,NOUN
1441,2,VERB_NOUN,ADJ,NOUN
1441,21,VERB_NOUN,DET,NOUN
1442,17,ADJ_ADV,CONJ,.
1443,22,ADP_PRON,VERB,.
1443,36,VERB_NOUN,VERB,PRON
1444,12,ADJ_NOUN,ADJ,NOUN
1444,20,VERB_NOUN,VERB,PRON
1445,11,NOUN_ADJ,DET,NOUN
1445,21,VERB_ADJ,DET,NOUN
1446,18,VERB_NOUN,NOUN,PRT
1447,23,ADP_ADV,.,VERB
1447,33,ADJ_PRT,NOUN,ADP
1448,9,ADP_ADV,NOUN,ADP
1448,12,DET_ADP,NUM,VERB
1449,5,ADV_ADJ,VERB,ADJ
1450,4,VERB_NOUN,NOUN,PRON
1451,8,ADJ_NOUN,ADP,.
1451,10,ADP_ADV,.,VERB
1451,12,ADP_PRT,VERB,ADV
1452,11,ADP_ADV,DET,CONJ
1453,6,VERB_ADJ,ADP,NOUN
1454,15,NOUN_NUM,.,NOUN
1455,19,VERB_ADJ,CONJ,NOUN
1455,23,ADJ_NOUN,DET,CONJ
1455,25,NOUN_ADJ,CONJ,NOUN
1456,9,ADJ_NOUN,DET,VERB
1457,14,NOUN_ADJ,DET,ADJ
1458,3,VERB_NOUN,VERB,.
1459,7,VERB_NOUN,ADJ,NOUN
1460,13,NOUN_VERB,NOUN,.
1460,22,ADP_ADV,NOUN,ADP
1461,1,ADP_ADV,CONJ,NOUN
1462,15,ADJ_NOUN,DET,NOUN
1463,15,NOUN_VERB,NOUN,CONJ
1463,18,NOUN_VERB,NOUN,.
1463,15,NOUN_VERB,NOUN,CONJ
1463,18,NOUN_VERB,NOUN,.
1464,1,ADV_ADJ,CONJ,ADP
1465,14,ADP_DET,.,ADJ
1466,4,VERB_NOUN,DET,NOUN
1466,11,PRT_ADP,ADP,NUM
1467,10,ADJ_NOUN,DET,VERB
1467,12,NOUN_VERB,VERB,ADP
1468,15,NOUN_VERB,.,.
1469,19,ADV_DET,ADP,NUM
1470,4,VERB_NOUN,VERB,NUM
1470,9,ADJ_ADV,CONJ,.
1471,15,NOUN_VERB,DET,ADJ
1471,19,NOUN_VERB,DET,ADJ
1471,15,NOUN_VERB,DET,ADJ
1471,19,NOUN_VERB,DET,ADJ
1472,9,NOUN_NUM,.,ADP
1472,13,NOUN_NUM,.,ADP
1472,17,NOUN_NUM,.,ADP
1472,9,NOUN_NUM,.,ADP
1472,13,NOUN_NUM,.,ADP
1472,17,NOUN_NUM,.,ADP
1472,15,VERB_NOUN,ADP,.
1472,9,NOUN_NUM,.,ADP
1472,13,NOUN_NUM,.,ADP
1472,17,NOUN_NUM,.,ADP
1473,12,ADP_DET,VERB,ADJ
1473,22,VERB_NOUN,DET,NOUN
1474,18,ADV_ADJ,DET,ADJ
1475,16,ADJ_NOUN,DET,.
1476,7,ADJ_NOUN,DET,NOUN
1477,23,PRT_ADP,NOUN,VERB
1477,24,VERB_NOUN,PRT,ADP
1478,1,ADV_ADJ,DET,VERB
1478,4,VERB_NOUN,ADJ,NOUN
1479,27,NOUN_ADJ,DET,NOUN
1480,4,ADV_ADP,VERB,CONJ
1481,7,PRT_ADP,NOUN,VERB
1481,8,VERB_NOUN,PRT,ADP
1481,9,ADP_PRT,VERB,.
1482,11,VERB_NOUN,ADJ,NOUN
1483,14,VERB_NOUN,ADV,PRON
1484,14,NOUN_VERB,NOUN,ADP
1485,12,VERB_NOUN,NOUN,NOUN
1486,2,VERB_NOUN,.,DET
1486,3,DET_ADP,VERB,ADJ
1487,8,ADJ_NOUN,DET,NOUN
1488,8,VERB_NOUN,ADJ,NOUN
1488,11,ADJ_PRT,NOUN,ADP
1488,12,ADP_ADV,ADJ,.
1489,6,ADJ_ADV,VERB,PRON
1490,6,NOUN_VERB,NOUN,ADP
1491,4,ADJ_ADV,ADV,ADP
1492,1,VERB_NOUN,DET,ADP
1493,5,ADP_ADV,.,VERB
1493,15,ADP_ADV,.,ADV
1493,5,ADP_ADV,.,VERB
1493,15,ADP_ADV,.,ADV
1493,25,ADP_PRT,NOUN,VERB
1494,6,NOUN_ADJ,DET,NOUN
1495,1,VERB_NOUN,DET,ADP
1496,0,VERB_NOUN,,NOUN
1497,9,NOUN_ADJ,DET,NOUN
1497,16,ADV_ADP,ADP,NOUN
1497,19,VERB_NOUN,ADP,.
1498,0,NOUN_ADJ,,NOUN
1498,2,VERB_NOUN,NOUN,ADP
1499,6,VERB_NOUN,NOUN,NOUN
1500,23,NOUN_VERB,NOUN,ADP
1500,29,NOUN_ADJ,.,NOUN
1501,15,NOUN_VERB,NOUN,NOUN
1501,30,VERB_NOUN,ADP,NOUN
1502,10,VERB_NOUN,.,VERB
1502,18,ADP_ADV,.,ADP
1503,17,NOUN_ADJ,.,CONJ
1504,10,VERB_ADJ,ADP,NOUN
1505,19,ADJ_NOUN,ADJ,NOUN
1506,29,ADV_ADJ,ADP,NUM
1506,30,NUM_NOUN,ADV,ADP
1507,18,CONJ_DET,ADP,ADJ
1508,0,ADJ_NOUN,,ADP
1508,7,ADJ_NOUN,VERB,.
1508,23,ADJ_NOUN,ADJ,NOUN
1508,0,ADJ_NOUN,,ADP
1508,7,ADJ_NOUN,VERB,.
1508,23,ADJ_NOUN,ADJ,NOUN
1508,15,NOUN_ADV,DET,DET
1508,17,VERB_NOUN,DET,ADP
1508,0,ADJ_NOUN,,ADP
1508,7,ADJ_NOUN,VERB,.
1508,23,ADJ_NOUN,ADJ,NOUN
1509,1,ADJ_NOUN,ADJ,NOUN
1510,6,ADJ_NOUN,ADJ,NOUN
1511,5,NOUN_ADJ,DET,NOUN
1512,0,VERB_NOUN,,VERB
1512,15,PRT_ADP,PRON,.
1513,5,ADJ_ADV,VERB,PRT
1514,1,VERB_ADV,VERB,PRT
1514,2,PRT_ADP,VERB,DET
1514,10,PRT_ADP,VERB,.
1514,2,PRT_ADP,VERB,DET
1514,10,PRT_ADP,VERB,.
1515,3,ADJ_ADV,PRON,PRT
1515,17,ADV_ADJ,ADP,ADJ
1515,21,VERB_ADJ,ADJ,NOUN
1516,16,ADV_ADJ,VERB,.
1516,19,VERB_NOUN,CONJ,DET
1517,0,NOUN_VERB,,NOUN
1517,18,ADV_ADJ,NOUN,ADP
1518,12,NOUN_ADJ,DET,NOUN
1518,15,VERB_NOUN,CONJ,NOUN
1519,19,ADJ_ADV,VERB,ADP
1519,20,ADP_PRT,ADJ,VERB
1519,22,NOUN_VERB,VERB,PRT
1519,26,VERB_ADJ,DET,NOUN
1520,3,NOUN_ADJ,DET,NOUN
1520,12,NOUN_ADJ,ADP,NOUN
1520,3,NOUN_ADJ,DET,NOUN
1520,12,NOUN_ADJ,ADP,NOUN
1520,16,NOUN_NUM,ADP,VERB
1520,19,NOUN_NUM,ADP,CONJ
1520,16,NOUN_NUM,ADP,VERB
1520,19,NOUN_NUM,ADP,CONJ
1520,21,ADJ_ADV,CONJ,PRT
1521,1,VERB_NOUN,DET,ADP
1521,3,NOUN_NUM,ADP,ADP
1521,5,NOUN_NUM,ADP,.
1521,3,NOUN_NUM,ADP,ADP
1521,5,NOUN_NUM,ADP,.
1521,22,NOUN_ADJ,DET,.
1522,43,NOUN_ADJ,DET,ADJ
1523,1,ADJ_ADV,CONJ,ADP
1524,11,ADJ_ADV,VERB,PRON
1525,3,ADV_ADJ,DET,ADJ
1525,4,ADJ_NOUN,ADV,.
1526,5,ADJ_ADV,ADV,ADV
1526,16,VERB_NOUN,DET,NOUN
1527,32,NOUN_ADJ,DET,.
1528,2,ADV_PRT,VERB,ADP
1529,14,VERB_NOUN,VERB,NUM
1530,13,CONJ_ADV,.,ADV
1531,10,ADV_ADP,ADP,NOUN
1531,11,NOUN_NUM,ADV,DET
1531,16,NOUN_NUM,ADP,DET
1531,11,NOUN_NUM,ADV,DET
1531,16,NOUN_NUM,ADP,DET
1532,14,ADJ_NOUN,DET,NOUN
1533,4,VERB_ADJ,NOUN,ADJ
1533,28,ADJ_ADV,VERB,.
1534,1,NOUN_VERB,DET,VERB
1535,6,DET_PRON,ADP,.
1536,9,NOUN_VERB,PRT,ADP
1536,50,NOUN_ADV,NOUN,CONJ
1537,6,VERB_NOUN,NOUN,ADV
1537,7,ADV_ADJ,VERB,ADP
1537,20,DET_PRON,.,VERB
1538,18,ADJ_NOUN,ADJ,NOUN
1538,45,ADP_ADV,NOUN,.
1539,2,ADV_PRT,VERB,.
1540,8,NOUN_VERB,.,VERB
1541,6,NOUN_ADJ,CONJ,NOUN
1542,7,NOUN_VERB,VERB,ADV
1542,12,VERB_NOUN,NOUN,ADP
1543,19,ADJ_NOUN,.,.
1543,65,ADV_ADP,NOUN,.
1544,8,VERB_NOUN,DET,NUM
1545,16,NUM_NOUN,ADJ,.
1546,11,NOUN_ADJ,DET,.
1546,19,X_NOUN,ADP,X
1546,20,X_NOUN,X,.
1546,19,X_NOUN,ADP,X
1546,20,X_NOUN,X,.
1547,8,ADV_NOUN,VERB,ADP
1548,4,ADJ_NOUN,DET,NOUN
1548,18,ADJ_VERB,DET,PRON
1549,4,ADV_DET,.,NUM
1550,11,ADJ_NOUN,ADP,.
1551,0,ADV_ADJ,,.
1551,14,NOUN_ADJ,ADV,ADP
1552,3,NOUN_ADJ,DET,NOUN
1553,15,NOUN_VERB,NOUN,PRON
1553,19,PRT_ADP,ADV,VERB
1553,20,VERB_ADJ,PRT,NOUN
1554,17,ADJ_NOUN,DET,NOUN
1555,1,X_VERB,.,.
1556,5,NOUN_ADJ,DET,.
1557,22,ADP_PRT,VERB,.
1558,25,PRT_ADP,ADJ,VERB
1558,26,VERB_NOUN,PRT,.
1559,17,ADV_ADP,VERB,.
1560,10,VERB_NOUN,ADP,ADV
1560,11,ADV_ADP,VERB,ADJ
1561,8,NOUN_VERB,PRT,VERB
1562,11,NOUN_ADJ,.,NOUN
1562,28,NOUN_ADJ,DET,ADP
1562,11,NOUN_ADJ,.,NOUN
1562,28,NOUN_ADJ,DET,ADP
1563,14,NOUN_ADJ,DET,NOUN
1564,13,ADJ_NOUN,.,NOUN
1565,14,NOUN_ADJ,DET,NOUN
1566,8,ADJ_NOUN,DET,NOUN
1567,16,PRT_ADP,VERB,VERB
1567,18,PRT_ADP,VERB,DET
1567,17,VERB_NOUN,PRT,PRT
1567,16,PRT_ADP,VERB,VERB
1567,18,PRT_ADP,VERB,DET
1568,4,NOUN_VERB,NOUN,VERB
1569,0,ADJ_NOUN,,NOUN
1570,2,PRT_ADP,VERB,ADP
1570,7,VERB_NOUN,CONJ,ADP
1570,13,NOUN_VERB,DET,.
1571,7,ADJ_NOUN,VERB,ADP
1571,11,ADJ_NOUN,CONJ,ADP
1571,7,ADJ_NOUN,VERB,ADP
1571,11,ADJ_NOUN,CONJ,ADP
1572,1,NOUN_ADJ,.,NOUN
1572,11,ADJ_ADV,ADV,ADV
1572,16,ADJ_ADV,VERB,ADV
1572,21,ADJ_ADV,ADV,.
1572,11,ADJ_ADV,ADV,ADV
1572,16,ADJ_ADV,VERB,ADV
1572,21,ADJ_ADV,ADV,.
1572,11,ADJ_ADV,ADV,ADV
1572,16,ADJ_ADV,VERB,ADV
1572,21,ADJ_ADV,ADV,.
1573,11,ADP_ADV,.,ADP
1573,15,DET_PRON,NOUN,VERB
1574,2,ADJ_PRT,NOUN,ADP
1575,9,ADV_ADP,NOUN,DET
1576,15,VERB_NOUN,DET,ADV
1576,20,VERB_NOUN,CONJ,ADP
1576,15,VERB_NOUN,DET,ADV
1576,20,VERB_NOUN,CONJ,ADP
1576,23,ADJ_NOUN,DET,NOUN
1577,3,VERB_ADP,PRT,DET
1577,10,ADJ_VERB,VERB,PRT
1578,0,ADJ_NOUN,,ADP
1579,5,VERB_NOUN,ADP,.
1579,10,ADJ_ADV,CONJ,NOUN
1579,11,NOUN_VERB,ADJ,.
1580,11,VERB_NOUN,VERB,ADP
1581,30,NOUN_VERB,VERB,ADP
1582,4,NOUN_VERB,VERB,ADP
1582,5,ADP_PRT,NOUN,ADP
1583,14,PRT_ADP,NOUN,CONJ
1583,16,ADP_PRT,CONJ,ADP
1583,29,NOUN_ADJ,VERB,NOUN
1583,32,DET_PRON,CONJ,ADP
1584,2,ADV_DET,VERB,ADJ
1585,19,ADJ_NOUN,NOUN,ADJ
1585,26,ADJ_NOUN,DET,.
1585,19,ADJ_NOUN,NOUN,ADJ
1585,26,ADJ_NOUN,DET,.
1586,22,ADJ_ADV,VERB,.
1587,2,ADJ_NOUN,ADJ,VERB
1587,23,ADJ_NOUN,ADV,.
1587,22,ADV_ADJ,ADP,ADJ
1587,2,ADJ_NOUN,ADJ,VERB
1587,23,ADJ_NOUN,ADV,.
1588,22,PRT_ADP,VERB,NUM
1589,6,PRT_NOUN,ADJ,NOUN
1590,1,PRT_ADP,ADV,ADP
1590,19,NOUN_ADJ,ADP,NOUN
1591,14,NOUN_NUM,CONJ,ADP
1592,17,VERB_NOUN,.,.
1593,0,ADV_PRT,,DET
1594,11,NOUN_VERB,VERB,.
1594,16,NOUN_ADJ,CONJ,NOUN
1595,4,PRT_ADP,NOUN,VERB
1595,5,VERB_NOUN,PRT,DET
1595,12,ADP_PRT,ADJ,ADP
1596,6,ADP_PRT,NOUN,ADP
1597,2,PRT_ADP,VERB,VERB
1597,3,VERB_NOUN,PRT,.
1597,5,VERB_NOUN,.,.
1597,9,VERB_NOUN,.,NOUN
1597,3,VERB_NOUN,PRT,.
1597,5,VERB_NOUN,.,.
1597,9,VERB_NOUN,.,NOUN
1597,7,VERB_ADJ,.,.
1597,3,VERB_NOUN,PRT,.
1597,5,VERB_NOUN,.,.
1597,9,VERB_NOUN,.,NOUN
1598,14,NOUN_ADJ,CONJ,ADP
1598,20,X_NOUN,ADP,.
1599,40,ADP_PRON,NOUN,VERB
1599,49,ADJ_ADV,NOUN,ADP
1600,10,PRON_ADP,NOUN,ADV
1600,11,ADV_ADJ,PRON,CONJ
1600,23,ADJ_NOUN,ADJ,ADJ
1601,0,ADP_ADV,,ADP
1602,10,NOUN_ADJ,ADP,VERB
1602,11,VERB_NOUN,NOUN,ADP
1603,10,VERB_NOUN,NOUN,.
1603,17,VERB_NOUN,DET,NOUN
1603,10,VERB_NOUN,NOUN,.
1603,17,VERB_NOUN,DET,NOUN
1604,5,ADV_NOUN,VERB,CONJ
1604,7,ADV_NOUN,CONJ,ADP
1604,5,ADV_NOUN,VERB,CONJ
1604,7,ADV_NOUN,CONJ,ADP
1605,1,ADJ_NOUN,DET,.
1605,15,NOUN_ADJ,CONJ,NOUN
1606,5,ADJ_ADV,.,NOUN
1606,16,VERB_NOUN,CONJ,PRON
1607,11,ADP_ADV,.,ADP
1608,25,ADV_ADP,NOUN,ADV
1609,5,NOUN_VERB,DET,ADV
1610,1,PRT_ADP,VERB,ADP
1610,15,NOUN_VERB,NOUN,ADP
1610,16,ADP_ADV,NOUN,PRON
1611,9,ADP_PRT,VERB,VERB
1612,8,ADJ_NOUN,VERB,.
1613,12,ADV_ADP,NOUN,ADV
1614,6,PRT_ADP,NOUN,VERB
1614,7,VERB_NOUN,PRT,.
1614,10,VERB_NOUN,ADV,ADV
1614,7,VERB_NOUN,PRT,.
1614,10,VERB_NOUN,ADV,ADV
1614,11,ADV_ADP,VERB,.
1615,7,ADJ_NOUN,.,.
1616,3,DET_PRON,VERB,.
1617,3,PRT_ADP,VERB,VERB
1617,4,VERB_NOUN,PRT,ADP
1618,16,DET_PRON,ADP,.
1619,1,NOUN_NUM,DET,ADV
1619,8,NOUN_ADJ,DET,.
1620,5,ADJ_ADV,VERB,PRT
1620,6,PRT_ADP,ADJ,VERB
1620,7,VERB_NOUN,PRT,CONJ
1621,2,ADP_ADV,VERB,ADP
1622,14,VERB_NOUN,ADJ,ADP
1623,1,ADJ_NOUN,DET,NOUN
1623,15,ADP_DET,ADP,NOUN
1624,13,PRT_NOUN,.,.
1625,5,ADV_PRT,.,ADV
1626,6,ADJ_ADV,VERB,ADP
1626,11,NOUN_ADJ,ADP,NOUN
1627,6,DET_PRON,ADP,NOUN
1627,7,NOUN_VERB,DET,ADV
1627,12,NOUN_ADJ,ADP,NOUN
1627,23,NOUN_ADJ,DET,NOUN
1627,12,NOUN_ADJ,ADP,NOUN
1627,23,NOUN_ADJ,DET,NOUN
1627,31,VERB_ADJ,ADP,NOUN
1628,4,NOUN_ADJ,NUM,NOUN
1629,2,ADP_DET,VERB,ADJ
1630,30,NOUN_ADJ,ADJ,.
1631,8,NOUN_VERB,PRT,ADP
1632,1,NOUN_DET,NOUN,VERB
1633,10,VERB_NOUN,VERB,ADP
1634,3,ADJ_ADV,PRON,PRT
1634,4,PRT_ADP,ADJ,VERB
1634,5,VERB_NOUN,PRT,.
1635,8,ADJ_NOUN,DET,NOUN
1635,10,VERB_ADV,NOUN,.
1636,2,ADP_PRT,VERB,ADP
1636,11,NOUN_ADJ,DET,NOUN
1637,6,ADV_ADJ,ADV,.
1637,24,PRT_ADP,VERB,VERB
1637,25,VERB_NOUN,PRT,ADP
1638,3,VERB_NOUN,VERB,ADP
1639,17,ADJ_NOUN,ADP,NOUN
1640,18,ADV_ADP,.,DET
1640,21,VERB_NOUN,NOUN,ADV
1641,8,VERB_NOUN,VERB,ADP
1641,13,ADP_VERB,NOUN,ADP
1641,17,NOUN_ADJ,.,NOUN
1642,20,VERB_NOUN,VERB,ADP
1643,2,VERB_ADJ,VERB,NOUN
1644,20,ADP_ADV,NOUN,CONJ
1645,0,DET_PRON,,VERB
1645,17,VERB_NOUN,DET,ADP
1646,0,ADP_PRON,,ADP
1647,4,ADJ_NOUN,VERB,ADP
1647,10,ADV_ADJ,DET,ADJ
1648,31,NOUN_VERB,VERB,ADP
1649,11,PRT_ADP,NOUN,VERB
1649,12,VERB_NOUN,PRT,NOUN
1650,1,NOUN_ADJ,ADV,NOUN
1650,16,ADJ_ADV,ADV,PRT
1651,12,NOUN_ADJ,DET,NOUN
1652,11,ADV_ADJ,NOUN,PRT
1652,15,DET_PRON,ADP,VERB
1653,17,ADJ_ADV,VERB,ADP
1654,6,NOUN_VERB,VERB,ADP
1655,4,ADJ_ADV,VERB,ADP
1655,11,ADV_ADJ,VERB,ADP
1656,1,ADJ_ADV,ADV,VERB
1656,9,NOUN_VERB,ADJ,CONJ
1657,7,PRT_ADP,ADV,ADP
1658,3,NOUN_ADJ,VERB,NOUN
1658,14,NOUN_ADJ,ADJ,NOUN
1658,7,VERB_NOUN,.,VERB
1658,10,VERB_NOUN,ADJ,NOUN
1658,17,VERB_NOUN,ADP,.
1658,7,VERB_NOUN,.,VERB
1658,10,VERB_NOUN,ADJ,NOUN
1658,17,VERB_NOUN,ADP,.
1658,3,NOUN_ADJ,VERB,NOUN
1658,14,NOUN_ADJ,ADJ,NOUN
1658,7,VERB_NOUN,.,VERB
1658,10,VERB_NOUN,ADJ,NOUN
1658,17,VERB_NOUN,ADP,.
1659,3,ADJ_ADV,VERB,PRT
1659,13,VERB_NOUN,CONJ,NOUN
1660,1,ADJ_NOUN,DET,NOUN
1661,0,ADJ_ADV,,ADP
1661,10,VERB_NOUN,ADP,ADP
1661,24,VERB_NOUN,PRT,ADV
1661,13,X_NOUN,DET,X
1661,14,X_NOUN,X,ADP
1661,13,X_NOUN,DET,X
1661,14,X_NOUN,X,ADP
1661,17,NOUN_ADJ,DET,NOUN
1661,35,NOUN_ADJ,DET,NOUN
1661,22,ADJ_NOUN,VERB,PRT
1661,23,PRT_ADP,ADJ,VERB
1661,10,VERB_NOUN,ADP,ADP
1661,24,VERB_NOUN,PRT,ADV
1661,17,NOUN_ADJ,DET,NOUN
1661,35,NOUN_ADJ,DET,NOUN
1662,13,ADJ_NOUN,NOUN,ADP
1662,27,ADV_DET,VERB,ADJ
1663,26,NOUN_VERB,DET,ADP
1664,10,VERB_NOUN,NOUN,PRON
1664,12,ADP_ADV,PRON,VERB
1665,27,NUM_NOUN,ADJ,.
1666,27,PRT_ADP,CONJ,VERB
1666,28,VERB_NOUN,PRT,ADP
1667,30,NOUN_VERB,VERB,ADP
1668,24,ADP_DET,CONJ,NOUN
1669,0,ADP_PRT,,ADP
1670,1,ADP_ADV,.,ADP
1671,6,VERB_NOUN,PRON,.
1671,23,VERB_ADP,.,NOUN
1671,33,ADV_ADJ,DET,ADJ
1672,4,NOUN_ADJ,ADP,NOUN
1672,11,NOUN_ADJ,DET,CONJ
1672,4,NOUN_ADJ,ADP,NOUN
1672,11,NOUN_ADJ,DET,CONJ
